service_id,date,exception_type,exception_note,schedule_type
65147-1111100-0,20170829,1,PRODUCTION,WD
6514715-1111100-15,20170829,1,PRODUCTION,WD
65134-1111100-0,20170829,1,Schedule #106,WD
65078-1111100-0,20170830,1,FINAL,WD
6507827-1111100-27,20170830,1,FINAL,WD
65077-1111100-0,20170830,1,FINAL,WD
65059-1111100-0,20170830,1,FINAL,WD
65081-1111100-0,20170830,1,FINAL,WD
6508119-1111100-19,20170830,1,FINAL,WD
6508125-1111100-25,20170830,1,FINAL,WD
65062-1111100-0,20170830,1,FINAL,WD
65084-1111100-0,20170830,1,FINAL,WD
65147-1111100-0,20170830,1,PRODUCTION,WD
6514715-1111100-15,20170830,1,PRODUCTION,WD
65134-1111100-0,20170830,1,Schedule #106,WD
65078-1111100-0,20170831,1,FINAL,WD
6507827-1111100-27,20170831,1,FINAL,WD
65077-1111100-0,20170831,1,FINAL,WD
65059-1111100-0,20170831,1,FINAL,WD
65081-1111100-0,20170831,1,FINAL,WD
6508119-1111100-19,20170831,1,FINAL,WD
6508125-1111100-25,20170831,1,FINAL,WD
65062-1111100-0,20170831,1,FINAL,WD
65084-1111100-0,20170831,1,FINAL,WD
6508411-1111100-11,20170831,1,FINAL,WD
65147-1111100-0,20170831,1,PRODUCTION,WD
6514715-1111100-15,20170831,1,PRODUCTION,WD
65134-1111100-0,20170831,1,Schedule #106,WD
65078-1111100-0,20170901,1,FINAL,WD
6507827-1111100-27,20170901,1,FINAL,WD
65077-1111100-0,20170901,1,FINAL,WD
65059-1111100-0,20170901,1,FINAL,WD
65081-1111100-0,20170901,1,FINAL,WD
6508119-1111100-19,20170901,1,FINAL,WD
6508125-0000100-25,20170901,1,FINAL,WD
6508125-1111100-25,20170901,1,FINAL,WD
65062-1111100-0,20170901,1,FINAL,WD
65084-1111100-0,20170901,1,FINAL,WD
650847-1111100-7,20170901,1,FINAL,WD
650849-1111100-9,20170901,1,FINAL,WD
65147-1111100-0,20170901,1,PRODUCTION,WD
6514715-1111100-15,20170901,1,PRODUCTION,WD
65134-1111100-0,20170901,1,Schedule #106,WD
65079-0000010-0,20170902,1,FINAL,SA
65060-0000010-0,20170902,1,FINAL,SA
65082-0000010-0,20170902,1,FINAL,SA
6508225-0000010-25,20170902,1,FINAL,SA
65148-0000010-0,20170902,1,PRODUCTION,SA
65135-0000010-0,20170902,1,Schedule #106,SA
62112,20170611,1,Coronado Ferry SUN-THU,WD
62112,20170612,1,Coronado Ferry SUN-THU,WD
62112,20170613,1,Coronado Ferry SUN-THU,WD
62112,20170614,1,Coronado Ferry SUN-THU,WD
62112,20170615,1,Coronado Ferry SUN-THU,WD
62113,20170616,1,Coronado Ferry FRI-SAT,WD
62113,20170617,1,Coronado Ferry FRI-SAT,WD
62112,20170618,1,Coronado Ferry SUN-THU,WD
62112,20170619,1,Coronado Ferry SUN-THU,WD
62112,20170620,1,Coronado Ferry SUN-THU,WD
62112,20170621,1,Coronado Ferry SUN-THU,WD
62112,20170622,1,Coronado Ferry SUN-THU,WD
62113,20170623,1,Coronado Ferry FRI-SAT,WD
62113,20170624,1,Coronado Ferry FRI-SAT,WD
62112,20170625,1,Coronado Ferry SUN-THU,WD
62112,20170626,1,Coronado Ferry SUN-THU,WD
62112,20170627,1,Coronado Ferry SUN-THU,WD
62112,20170628,1,Coronado Ferry SUN-THU,WD
62112,20170629,1,Coronado Ferry SUN-THU,WD
62113,20170630,1,Coronado Ferry FRI-SAT,WD
62113,20170701,1,Coronado Ferry FRI-SAT,WD
62112,20170702,1,Coronado Ferry SUN-THU,WD
62112,20170703,1,Coronado Ferry SUN-THU,WD
62112,20170704,1,Coronado Ferry SUN-THU,WD
62112,20170705,1,Coronado Ferry SUN-THU,WD
62112,20170706,1,Coronado Ferry SUN-THU,WD
62113,20170707,1,Coronado Ferry FRI-SAT,WD
62113,20170708,1,Coronado Ferry FRI-SAT,WD
62112,20170709,1,Coronado Ferry SUN-THU,WD
62112,20170710,1,Coronado Ferry SUN-THU,WD
62112,20170711,1,Coronado Ferry SUN-THU,WD
62112,20170712,1,Coronado Ferry SUN-THU,WD
62112,20170713,1,Coronado Ferry SUN-THU,WD
62113,20170714,1,Coronado Ferry FRI-SAT,WD
62113,20170715,1,Coronado Ferry FRI-SAT,WD
62112,20170716,1,Coronado Ferry SUN-THU,WD
62112,20170717,1,Coronado Ferry SUN-THU,WD
62112,20170718,1,Coronado Ferry SUN-THU,WD
62112,20170719,1,Coronado Ferry SUN-THU,WD
62112,20170720,1,Coronado Ferry SUN-THU,WD
62113,20170721,1,Coronado Ferry FRI-SAT,WD
62113,20170722,1,Coronado Ferry FRI-SAT,WD
62112,20170723,1,Coronado Ferry SUN-THU,WD
62112,20170724,1,Coronado Ferry SUN-THU,WD
62112,20170725,1,Coronado Ferry SUN-THU,WD
62112,20170726,1,Coronado Ferry SUN-THU,WD
62112,20170727,1,Coronado Ferry SUN-THU,WD
62113,20170728,1,Coronado Ferry FRI-SAT,WD
62113,20170729,1,Coronado Ferry FRI-SAT,WD
62112,20170730,1,Coronado Ferry SUN-THU,WD
62112,20170731,1,Coronado Ferry SUN-THU,WD
62112,20170801,1,Coronado Ferry SUN-THU,WD
62112,20170802,1,Coronado Ferry SUN-THU,WD
62112,20170803,1,Coronado Ferry SUN-THU,WD
62113,20170804,1,Coronado Ferry FRI-SAT,WD
62113,20170805,1,Coronado Ferry FRI-SAT,WD
62112,20170806,1,Coronado Ferry SUN-THU,WD
62112,20170807,1,Coronado Ferry SUN-THU,WD
62112,20170808,1,Coronado Ferry SUN-THU,WD
62112,20170809,1,Coronado Ferry SUN-THU,WD
62112,20170810,1,Coronado Ferry SUN-THU,WD
62113,20170811,1,Coronado Ferry FRI-SAT,WD
62113,20170812,1,Coronado Ferry FRI-SAT,WD
62112,20170813,1,Coronado Ferry SUN-THU,WD
62112,20170814,1,Coronado Ferry SUN-THU,WD
62112,20170815,1,Coronado Ferry SUN-THU,WD
62112,20170816,1,Coronado Ferry SUN-THU,WD
62112,20170817,1,Coronado Ferry SUN-THU,WD
62113,20170818,1,Coronado Ferry FRI-SAT,WD
62113,20170819,1,Coronado Ferry FRI-SAT,WD
62112,20170820,1,Coronado Ferry SUN-THU,WD
62112,20170821,1,Coronado Ferry SUN-THU,WD
62112,20170822,1,Coronado Ferry SUN-THU,WD
62112,20170823,1,Coronado Ferry SUN-THU,WD
62112,20170824,1,Coronado Ferry SUN-THU,WD
62113,20170825,1,Coronado Ferry FRI-SAT,WD
62113,20170826,1,Coronado Ferry FRI-SAT,WD
62112,20170827,1,Coronado Ferry SUN-THU,WD
62112,20170828,1,Coronado Ferry SUN-THU,WD
62112,20170829,1,Coronado Ferry SUN-THU,WD
62112,20170830,1,Coronado Ferry SUN-THU,WD
62112,20170831,1,Coronado Ferry SUN-THU,WD
62113,20170901,1,Coronado Ferry FRI-SAT,WD
62113,20170902,1,Coronado Ferry FRI-SAT,WD
962112,20170612,1,Coronado Ferry Commuter Trips,WD
962112,20170613,1,Coronado Ferry Commuter Trips,WD
962112,20170614,1,Coronado Ferry Commuter Trips,WD
962112,20170615,1,Coronado Ferry Commuter Trips,WD
962112,20170616,1,Coronado Ferry Commuter Trips,WD
962112,20170619,1,Coronado Ferry Commuter Trips,WD
962112,20170620,1,Coronado Ferry Commuter Trips,WD
962112,20170621,1,Coronado Ferry Commuter Trips,WD
962112,20170622,1,Coronado Ferry Commuter Trips,WD
962112,20170623,1,Coronado Ferry Commuter Trips,WD
962112,20170626,1,Coronado Ferry Commuter Trips,WD
962112,20170627,1,Coronado Ferry Commuter Trips,WD
962112,20170628,1,Coronado Ferry Commuter Trips,WD
962112,20170629,1,Coronado Ferry Commuter Trips,WD
962112,20170630,1,Coronado Ferry Commuter Trips,WD
962112,20170703,1,Coronado Ferry Commuter Trips,WD
962112,20170705,1,Coronado Ferry Commuter Trips,WD
962112,20170706,1,Coronado Ferry Commuter Trips,WD
962112,20170707,1,Coronado Ferry Commuter Trips,WD
962112,20170710,1,Coronado Ferry Commuter Trips,WD
962112,20170711,1,Coronado Ferry Commuter Trips,WD
962112,20170712,1,Coronado Ferry Commuter Trips,WD
962112,20170713,1,Coronado Ferry Commuter Trips,WD
962112,20170714,1,Coronado Ferry Commuter Trips,WD
962112,20170717,1,Coronado Ferry Commuter Trips,WD
962112,20170718,1,Coronado Ferry Commuter Trips,WD
962112,20170719,1,Coronado Ferry Commuter Trips,WD
962112,20170720,1,Coronado Ferry Commuter Trips,WD
962112,20170721,1,Coronado Ferry Commuter Trips,WD
962112,20170724,1,Coronado Ferry Commuter Trips,WD
962112,20170725,1,Coronado Ferry Commuter Trips,WD
962112,20170726,1,Coronado Ferry Commuter Trips,WD
962112,20170727,1,Coronado Ferry Commuter Trips,WD
962112,20170728,1,Coronado Ferry Commuter Trips,WD
962112,20170731,1,Coronado Ferry Commuter Trips,WD
962112,20170801,1,Coronado Ferry Commuter Trips,WD
962112,20170802,1,Coronado Ferry Commuter Trips,WD
962112,20170803,1,Coronado Ferry Commuter Trips,WD
962112,20170804,1,Coronado Ferry Commuter Trips,WD
962112,20170808,1,Coronado Ferry Commuter Trips,WD
962112,20170809,1,Coronado Ferry Commuter Trips,WD
962112,20170810,1,Coronado Ferry Commuter Trips,WD
962112,20170811,1,Coronado Ferry Commuter Trips,WD
962112,20170814,1,Coronado Ferry Commuter Trips,WD
962112,20170815,1,Coronado Ferry Commuter Trips,WD
962112,20170816,1,Coronado Ferry Commuter Trips,WD
962112,20170817,1,Coronado Ferry Commuter Trips,WD
962112,20170818,1,Coronado Ferry Commuter Trips,WD
962112,20170821,1,Coronado Ferry Commuter Trips,WD
962112,20170822,1,Coronado Ferry Commuter Trips,WD
962112,20170823,1,Coronado Ferry Commuter Trips,WD
962112,20170824,1,Coronado Ferry Commuter Trips,WD
962112,20170825,1,Coronado Ferry Commuter Trips,WD
962112,20170828,1,Coronado Ferry Commuter Trips,WD
962112,20170829,1,Coronado Ferry Commuter Trips,WD
962112,20170830,1,Coronado Ferry Commuter Trips,WD
962112,20170831,1,Coronado Ferry Commuter Trips,WD
962112,20170901,1,Coronado Ferry Commuter Trips,WD
